Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000182902	SLC25A18	22	+	17563439	17590994	2.798144	316.619263	473.441956
ENSG00000236754	AC004019.13	22	-	17580157	17589192	0.000000	0.000000	0.000000
ENSG00000131100	ATP6V1E1	22	-	17592136	17628818	19.223537	2119.435059	3169.199463
ENSG00000184979	USP18	22	+	18149899	18177397	0.303899	14.280820	21.354166
ENSG00000278558	TMEM191B	22	+	18527802	18530573	0.374698	21.416321	32.023907
ENSG00000222630	RN7SKP131	22	-	18605802	18606102	0.000000	0.000000	0.000000
ENSG00000275793	RIMBP3	22	-	18605815	18611919	0.064729	3.041745	4.548333
ENSG00000273907	CA15P2	22	-	18636445	18638405	0.000000	0.000000	0.000000
ENSG00000274602	PI4KAP1	22	-	18533646	18577968	1.222602	153.241898	229.143173
ENSG00000161103	AC008132.13	22	+	18846811	18861049	0.000000	0.000000	0.000000
ENSG00000215544	BCRP7	22	-	18855621	18858640	0.000000	0.000000	0.000000
ENSG00000183628	DGCR6	22	+	18906028	18914238	1.860966	306.525146	458.348175
ENSG00000100033	PRODH	22	-	18912777	18936553	2.199359	408.402954	610.686462
ENSG00000099968	BCL2L13	22	+	17628855	17730855	1.156137	548.932739	820.821228
ENSG00000015475	BID	22	-	17734138	17774770	1.832209	177.572189	265.524353
ENSG00000264757	MIR3198-1	22	-	17764180	17764259	0.000000	0.000000	0.000000
ENSG00000269220	LINC00528	22	+	17777322	17779481	0.000000	0.000000	0.000000
ENSG00000243156	MICAL3	22	-	17787649	18024559	2.017425	750.481079	1122.197144
ENSG00000093100	XXbac-B461K10.4	22	-	17787652	17811497	0.782336	36.763531	54.972649
ENSG00000207780	MIR648	22	-	17980868	17980961	2.776596	130.477798	195.103928
ENSG00000235445	XXbac-B476C20.14	22	-	17983205	17983619	0.806094	37.879971	56.642059
ENSG00000234913	XXbac-B476C20.13	22	-	18004270	18007308	0.180104	8.463447	12.655424
ENSG00000237446	RHEBP3	22	+	18019214	18020200	0.000000	0.000000	0.000000
ENSG00000235295	FLJ41941	22	+	18029385	18037968	0.000000	0.000000	0.000000
ENSG00000225335	XXbac-B476C20.9	22	-	18076527	18078884	0.307832	28.759010	43.003452
ENSG00000215193	PEX26	22	+	18077920	18131138	1.124170	120.864265	180.728790
ENSG00000236890	XXbac-B476C20.11	22	-	18081466	18081675	0.000000	0.000000	0.000000
ENSG00000235617	XXbac-B476C20.10	22	+	18101612	18101888	0.000033	0.001551	0.002319
ENSG00000225225	ARL2BPP10	22	-	18102457	18103649	0.000000	0.000000	0.000000
ENSG00000183785	TUBA8	22	+	18110331	18146554	1.233446	512.459412	766.282471
ENSG00000280007	AC008079.10	22	-	18110759	18131154	0.000000	0.000000	0.000000
ENSG00000100056	DGCR14	22	-	19130279	19144684	1.014659	53.083900	79.376556
ENSG00000206203	TSSK2	22	+	19130808	19132623	0.000000	0.000000	0.000000
ENSG00000260924	LINC01311	22	+	19171395	19172839	0.172318	8.097568	12.108322
ENSG00000100075	SLC25A1	22	-	19175575	19178830	2.799618	181.130798	270.845551
ENSG00000237517	DGCR5	22	+	18970514	18994628	4.334281	235.962662	352.835846
ENSG00000283406	DGCR5	22	+	18970525	19031242	2.295990	107.893158	161.333038
ENSG00000283583	AC007326.12	22	-	18980695	18981325	0.000000	0.000000	0.000000
ENSG00000271275	AC007326.9	22	-	18997138	18997595	0.000000	0.000000	0.000000
ENSG00000283366	AC000095.12	22	+	18998274	19014786	1.708500	83.362114	124.651680
ENSG00000273032	DGCR9	22	+	19017834	19020248	2.745756	129.028564	192.936890
ENSG00000270393	AC000095.9	22	-	19018043	19018916	0.000000	0.000000	0.000000
ENSG00000273164	AC000095.11	22	+	19023056	19023550	2.165657	101.768555	152.174896
ENSG00000241527	CA15P1	22	-	19031564	19034564	0.000000	0.000000	0.000000
ENSG00000070413	DGCR2	22	-	19036282	19122454	5.853504	528.841125	790.778137
ENSG00000206739	Y_RNA	22	+	19045256	19045367	0.000000	0.000000	0.000000
ENSG00000273311	DGCR11	22	-	19046162	19048375	0.892954	41.961693	62.745476
ENSG00000237347	AC004461.4	22	+	19055801	19056512	0.000000	0.000000	0.000000
ENSG00000281530	DGCR12	22	-	19061041	19061843	1.285181	60.393227	90.306213
ENSG00000223461	AC004471.9	22	+	19121529	19124503	0.000000	0.000000	0.000000
ENSG00000272682	AC004471.10	22	-	19124309	19128449	0.000000	0.000000	0.000000
ENSG00000231086	TSSK1A	22	+	19124879	19125646	0.000000	0.000000	0.000000
ENSG00000070371	CLTCL1	22	-	19179473	19291716	0.513384	52.868023	79.053749
ENSG00000230194	AC000081.2	22	-	19238443	19238739	0.505050	23.733309	35.488506
ENSG00000251940	SNORA15	22	+	19249873	19249966	0.000000	0.000000	0.000000
ENSG00000233471	KRT18P62	22	+	19257520	19258806	0.000000	0.000000	0.000000
ENSG00000184113	CLDN5	22	-	19523024	19527545	2.637504	258.964722	387.230927
ENSG00000100084	HIRA	22	-	19330698	19447450	2.161200	109.683357	164.009949
ENSG00000242259	C22orf39	22	-	19351368	19448232	1.241410	260.929596	390.169006
ENSG00000244296	RN7SL168P	22	+	19365766	19366044	0.000000	0.000000	0.000000
ENSG00000185608	MRPL40	22	+	19431902	19436075	2.426463	173.536148	259.489227
ENSG00000185065	AC000068.5	22	+	19447893	19450105	0.000000	0.000000	0.000000
ENSG00000070010	UFD1L	22	-	19449910	19479215	1.029705	114.096443	170.608826
ENSG00000273300	AC000068.9	22	+	19454179	19454605	0.000000	0.000000	0.000000
ENSG00000273212	AC000068.10	22	+	19456503	19456962	0.000000	0.000000	0.000000
ENSG00000184702	SEPT5	22	+	19714464	19724772	13.507030	2424.538330	3625.421387
ENSG00000203618	GP1BB	22	+	19722945	19724771	0.000000	0.000000	0.000000
ENSG00000184058	TBX1	22	+	19756703	19783593	0.000000	0.000000	0.000000
ENSG00000185838	GNB1L	22	-	19783224	19854939	0.169713	8.310534	12.426774
ENSG00000235776	AC000089.3	22	+	19792294	19793094	0.000000	0.000000	0.000000
ENSG00000215012	C22orf29	22	-	19846138	19854896	2.287674	108.297104	161.937057
ENSG00000184470	TXNRD2	22	-	19875517	19941992	0.395617	155.249435	232.145065
ENSG00000232926	AC000078.5	22	+	19887289	19887970	0.250733	11.782444	17.618332
ENSG00000093010	COMT	22	+	19941607	19969975	0.807534	428.837128	641.241760
ENSG00000099889	ARVCF	22	-	19969896	20016808	3.591176	315.199921	471.319611
ENSG00000183597	TANGO2	22	+	20017014	20065926	0.467851	272.643494	407.684814
ENSG00000208023	MIR185	22	+	20033139	20033220	0.000000	0.000000	0.000000
ENSG00000236540	AC006547.13	22	-	20058030	20070569	0.000000	0.000000	0.000000
ENSG00000268292	AC006547.15	22	-	20064552	20065705	0.000000	0.000000	0.000000
ENSG00000277950	Metazoa_SRP	22	+	20070716	20070965	0.220000	10.338240	15.458809
ENSG00000234409	CCDC188	22	-	20148427	20151065	0.000000	0.000000	0.000000
ENSG00000249923	XXbac-B444P24.8	22	-	20198729	20204918	0.000000	0.000000	0.000000
ENSG00000099904	ZDHHC8	22	+	20129456	20148007	1.100284	210.397339	314.607910
ENSG00000128191	DGCR8	22	+	20080232	20111877	0.921531	161.737289	241.846390
ENSG00000243762	AC006547.8	22	-	20110821	20111875	0.080481	3.781963	5.655183
ENSG00000099899	TRMT2A	22	-	20111866	20117392	1.892740	180.632263	270.100098
ENSG00000278278	MIR6816	22	-	20114686	20114751	0.000000	0.000000	0.000000
ENSG00000099901	RANBP1	22	+	20115938	20127357	2.075764	524.294189	783.979004
ENSG00000264346	SNORA77	22	+	20126402	20126526	0.057272	2.691326	4.024349
ENSG00000040608	RTN4R	22	-	20241415	20283246	2.450656	299.226074	447.433838
ENSG00000221039	MIR1286	22	-	20249134	20249211	0.000000	0.000000	0.000000
ENSG00000161132	XXbac-B444P24.10	22	+	20299760	20313216	0.000000	0.000000	0.000000
ENSG00000273139	XXbac-B444P24.14	22	+	20320739	20321203	0.580645	27.285671	40.800362
ENSG00000128185	DGCR6L	22	-	20314276	20320080	5.670277	266.457642	398.435120
ENSG00000273343	XXbac-B444P24.13	22	-	20318119	20318749	0.679873	31.948589	47.772846
ENSG00000188280	AC007731.1	22	+	20338805	20354372	0.000000	0.000000	0.000000
ENSG00000235578	XXbac-B33L19.4	22	-	20343203	20344365	0.000000	0.000000	0.000000
ENSG00000161133	USP41	22	-	20350578	20390758	0.096106	14.109488	21.097971
ENSG00000185252	ZNF74	22	+	20394115	20408461	1.098864	90.747513	135.695099
ENSG00000244486	SCARF2	22	-	20424815	20437826	0.000000	0.000000	0.000000
ENSG00000277971	XXbac-B562F10.12	22	-	20429241	20446620	0.134163	6.304588	9.427273
ENSG00000099910	KLHL22	22	-	20441519	20495883	0.898959	265.353058	396.783417
ENSG00000215493	XXbac-B562F10.11	22	+	20450122	20451824	0.000000	0.000000	0.000000
ENSG00000255156	RNY1P9	22	-	20475203	20475311	0.000000	0.000000	0.000000
ENSG00000201916	Y_RNA	22	+	20481158	20481268	0.000000	0.000000	0.000000
ENSG00000242876	RN7SL812P	22	-	20481935	20482213	1.139785	53.560780	80.089630
ENSG00000236670	KRT18P5	22	-	20482815	20484105	0.377227	17.726650	26.506727
ENSG00000229107	ABHD17AP4	22	-	20667836	20670984	0.578658	27.192295	40.660740
ENSG00000223553	SMPD4P1	22	-	20602595	20656914	0.000000	0.000000	0.000000
ENSG00000276427	IGLL4P	22	+	20632619	20632751	0.000000	0.000000	0.000000
ENSG00000238125	SLC9A3P2	22	+	20652730	20654750	0.000000	0.000000	0.000000
ENSG00000226287	TMEM191A	22	+	20701114	20704606	0.289901	57.530048	86.024895
ENSG00000099917	MED15	22	+	20495913	20587632	0.355347	260.983002	390.248901
ENSG00000236003	AC007050.17	22	-	20522070	20523870	0.000000	0.000000	0.000000
ENSG00000250261	CCDC74BP1	22	-	20587496	20592218	0.000000	0.000000	0.000000
ENSG00000237476	XXbac-B135H6.15	22	+	20957092	20964679	0.000000	0.000000	0.000000
ENSG00000099942	CRKL	22	+	20917426	20953749	11.205446	526.566345	787.376587
ENSG00000241973	PI4KA	22	-	20707691	20859417	10.505373	1437.015015	2148.773926
ENSG00000099937	SERPIND1	22	+	20773879	20787720	0.000000	0.000000	0.000000
ENSG00000099940	SNAP29	22	+	20858983	20891218	0.488402	92.340637	138.077301
ENSG00000272600	AC007308.7	22	-	20889206	20891214	0.000000	0.000000	0.000000
ENSG00000187905	LRRC74B	22	+	21045960	21064168	0.000000	0.000000	0.000000
ENSG00000169668	BCRP2	22	+	21103016	21122285	0.039093	5.432416	8.123112
ENSG00000197210	KB-1592A4.15	22	-	21114607	21124451	0.000000	0.000000	0.000000
ENSG00000274600	RIMBP3B	22	+	21383374	21389478	0.064729	3.041745	4.548333
ENSG00000200057	RN7SKP63	22	+	21389191	21389491	0.000000	0.000000	0.000000
ENSG00000169635	HIC2	22	+	21417404	21451463	0.154352	30.226568	45.197903
ENSG00000215498	FAM230B	22	+	21167758	21302681	0.008210	7.957201	11.898434
ENSG00000234503	KB-1592A4.14	22	-	21177892	21179875	0.000000	0.000000	0.000000
ENSG00000133475	GGT2	22	-	21207973	21227637	0.000000	0.000000	0.000000
ENSG00000283145	KB-1592A4.16	22	-	21228760	21229138	0.000000	0.000000	0.000000
ENSG00000226885	E2F6P3	22	+	21268161	21268903	0.000000	0.000000	0.000000
ENSG00000229266	POM121L8P	22	+	21282881	21284161	0.000000	0.000000	0.000000
ENSG00000169662	BCRP6	22	-	21290760	21294586	0.070675	3.321160	4.966142
ENSG00000206142	KB-1183D5.13	22	-	21300990	21325042	0.010732	1.214743	1.816410
ENSG00000237407	KB-1183D5.14	22	+	21312920	21314904	0.000000	0.000000	0.000000
ENSG00000206140	TMEM191C	22	+	21466423	21471269	0.315189	43.724789	65.381836
ENSG00000183773	AIFM3	22	+	20965108	20981360	2.385132	385.525604	576.477844
ENSG00000099949	LZTR1	22	+	20979462	20999038	1.978786	351.061523	524.943604
ENSG00000272829	XXbac-B135H6.18	22	-	20981361	20981755	0.394937	18.558880	27.751162
ENSG00000184436	THAP7	22	-	20999104	21002196	2.148695	204.655167	306.021667
ENSG00000230513	THAP7-AS1	22	+	21001886	21010342	0.000000	0.000000	0.000000
ENSG00000161149	TUBA3FP	22	-	21002895	21014292	0.731809	53.764957	80.394936
ENSG00000099957	P2RX6	22	+	21009808	21028830	0.492856	35.002884	52.339943
ENSG00000099960	SLC7A4	22	-	21028718	21032840	1.029261	51.169067	76.513306
ENSG00000226872	AC002472.11	22	+	21031357	21043969	0.000000	0.000000	0.000000
ENSG00000207575	MIR649	22	-	21034176	21034272	0.000000	0.000000	0.000000
ENSG00000206145	P2RX6P	22	-	21035243	21045017	0.364791	20.182451	30.178896
ENSG00000183506	PI4KAP2	22	-	21473000	21517533	1.557265	197.735413	295.674530
ENSG00000161180	CCDC116	22	+	21632716	21637327	0.000000	0.000000	0.000000
ENSG00000128228	SDF2L1	22	+	21642261	21644298	0.476797	31.965696	47.798424
ENSG00000161179	YDJC	22	-	21628089	21630064	2.248575	130.346588	194.907745
ENSG00000222352	RN7SKP221	22	-	21545344	21545644	0.000000	0.000000	0.000000
ENSG00000183246	RIMBP3C	22	-	21545357	21551461	0.032378	1.605952	2.401385
ENSG00000185651	UBE2L3	22	+	21549447	21624034	1.132187	497.518951	743.941956
ENSG00000275293	Metazoa_SRP	22	+	21555138	21555457	0.000000	0.000000	0.000000
ENSG00000207751	MIR130B	22	+	21652270	21670237	0.000000	0.000000	0.000000
ENSG00000212102	MIR301B	22	+	21652981	21653058	0.000000	0.000000	0.000000
ENSG00000272954	KB-1440D3.13	22	+	21661934	21662363	0.000000	0.000000	0.000000
ENSG00000100023	PPIL2	22	+	21666009	21700015	1.456385	148.245941	221.672714
ENSG00000100027	YPEL1	22	-	21697544	21735834	2.282756	132.864944	198.673447
ENSG00000244671	RN7SL280P	22	-	21722895	21723182	0.055556	2.610687	3.903771
ENSG00000225544	KB-1027C11.4	22	-	21885282	21885673	0.405612	19.060518	28.501265
ENSG00000228050	TOP3BP1	22	-	22223187	22224566	0.304590	14.313293	21.402719
ENSG00000274422	LL22NC03-2H8.5	22	-	22283928	22287220	0.091102	4.281065	6.401493
ENSG00000272779	LL22NC03-80A10.6	22	+	22303224	22310401	2.131239	100.151176	149.756439
ENSG00000236850	BMS1P20	22	+	22303224	22322847	3.000371	140.993423	210.828003
ENSG00000211643	IGLV5-52	22	+	22318727	22319226	0.261800	12.302505	18.395981
ENSG00000211644	IGLV1-51	22	+	22322472	22322980	0.000000	0.000000	0.000000
ENSG00000100030	MAPK1	22	-	21754500	21867680	12.819071	651.009155	973.456421
ENSG00000200985	RNA5SP493	22	+	21792434	21792524	0.000000	0.000000	0.000000
ENSG00000100121	GGTLC2	22	+	22644475	22647903	0.203240	12.387561	18.523167
ENSG00000275004	ZNF280B	22	-	22484421	22509154	1.056788	49.677967	74.283653
ENSG00000100034	PPM1F	22	-	21919420	21952837	1.577173	196.733505	294.176361
ENSG00000224086	LL22NC03-86G7.1	22	+	21938293	21977632	0.134201	6.306374	9.429943
ENSG00000100038	TOP3B	22	-	21957025	21982816	0.526486	100.276970	149.944534
ENSG00000100228	RAB36	22	+	23145326	23164350	1.283175	64.693787	96.736870
ENSG00000100218	RSPH14	22	-	23059415	23145021	0.044645	57.609039	86.143013
ENSG00000128266	GNAZ	22	+	23070361	23125037	1.284033	519.844543	777.325623
ENSG00000283438	Metazoa_SRP	22	-	23132730	23133005	0.000000	0.000000	0.000000
ENSG00000275635	U7	22	-	23137805	23137864	0.000000	0.000000	0.000000
ENSG00000236611	AP000343.2	22	+	23326616	23328493	0.000000	0.000000	0.000000
ENSG00000133519	ZDHHC8P1	22	-	23390606	23402726	0.707862	45.650517	68.261391
ENSG00000248409	KB-1269D1.8	22	+	23392771	23393839	0.000000	0.000000	0.000000
ENSG00000280623	PCAT14	22	+	23536881	23547797	0.040521	2.376479	3.553558
ENSG00000186716	BCR	22	+	23179704	23318037	0.627129	396.642822	593.101501
ENSG00000236794	BCRP8	22	-	23179918	23180172	0.000000	0.000000	0.000000
ENSG00000240160	RN7SL263P	22	-	23261782	23262071	0.000000	0.000000	0.000000
ENSG00000230701	FBXW4P1	22	+	23262767	23265005	0.241179	11.333484	16.947001
ENSG00000187792	ZNF70	22	-	23738678	23751092	0.760399	35.732666	53.431194
ENSG00000169314	C22orf15	22	+	23763021	23765861	0.000000	0.000000	0.000000
ENSG00000250479	CHCHD10	22	-	23765834	23768443	4.495588	419.036163	626.586304
ENSG00000099953	MMP11	22	+	23768226	23784316	0.027728	7.777881	11.630294
ENSG00000280178	AP000349.2	22	-	23782283	23783958	0.000000	0.000000	0.000000
ENSG00000272733	KB-208E9.1	22	-	23580880	23583859	0.000000	0.000000	0.000000
ENSG00000278655	KB-1572G7.5	22	+	23607041	23608407	0.000000	0.000000	0.000000
ENSG00000189269	DRICH1	22	-	23608452	23632321	0.000000	0.000000	0.000000
ENSG00000275609	KB-1572G7.4	22	+	23610329	23610538	0.000000	0.000000	0.000000
ENSG00000211683	KB-1572G7.3	22	-	23630618	23638941	0.000000	0.000000	0.000000
ENSG00000228315	GUSBP11	22	-	23638487	23717356	1.152722	178.096954	266.309021
ENSG00000234353	AP000347.4	22	-	23638492	23640762	0.000000	0.000000	0.000000
ENSG00000244723	ASLP1	22	-	23649213	23653334	0.000000	0.000000	0.000000
ENSG00000273000	KB-1572G7.2	22	-	23652860	23717347	0.181535	27.036755	40.428158
ENSG00000272578	AP000347.2	22	-	23658094	23717356	0.181332	49.646057	74.235939
ENSG00000159496	RGL4	22	+	23688136	23699176	0.000000	0.000000	0.000000
ENSG00000099956	SMARCB1	22	+	23786963	23834516	3.727126	283.145905	423.389160
ENSG00000099958	DERL3	22	-	23834503	23839128	0.178872	15.371459	22.984999
ENSG00000133433	GSTT2B	22	-	23957414	23961186	0.713376	33.522964	50.127014
ENSG00000273295	AP000350.5	22	-	23901432	23907068	0.323931	15.222165	22.761761
ENSG00000099974	DDTL	22	+	23966901	23972532	1.291096	60.671177	90.721848
ENSG00000272787	KB-226F1.2	22	+	23969211	23969873	0.000000	0.000000	0.000000
ENSG00000099977	DDT	22	-	23971365	23980469	0.942021	267.748474	400.365295
ENSG00000250470	AP000351.3	22	-	23976904	23977585	0.000000	0.000000	0.000000
ENSG00000099984	GSTT2	22	+	23980058	23983915	0.228885	10.755763	16.083134
ENSG00000272973	KB-1125A3.11	22	-	23856427	23857039	0.206155	9.687635	14.485957
ENSG00000133460	SLC2A11	22	+	23856703	23886309	0.656926	227.510101	340.196716
ENSG00000251357	AP000350.10	22	+	23862188	23895223	0.000000	0.000000	0.000000
ENSG00000279467	KB-1125A3.12	22	-	23865248	23873277	0.000000	0.000000	0.000000
ENSG00000244425	RN7SL268P	22	-	23879493	23879790	0.000000	0.000000	0.000000
ENSG00000240972	MIF	22	+	23894004	23895227	16.688364	955.604309	1428.918701
ENSG00000218537	MIF-AS1	22	-	23894426	23898930	0.469245	22.050760	32.972584
ENSG00000099994	SUSD2	22	+	24181259	24189110	0.199848	13.731297	20.532459
ENSG00000099998	GGT5	22	-	24219654	24245142	0.547737	60.155399	89.950592
ENSG00000128262	POM121L9P	22	+	24251828	24265525	0.061320	2.949876	4.410961
ENSG00000225098	BCRP1	22	-	24259929	24263764	0.000000	0.000000	0.000000
ENSG00000099991	CABIN1	22	+	24011192	24178628	1.150909	519.804382	777.265442
ENSG00000232545	KB-318B8.7	22	+	24101689	24103354	1.071685	50.360615	75.304420
ENSG00000215481	BCRP3	22	+	24632915	24653356	0.194414	39.393814	58.905720
ENSG00000138867	GUCD1	22	-	24540423	24555935	2.123028	250.098526	373.973236
ENSG00000100028	SNRPD3	22	+	24555503	24609980	6.070286	428.957214	641.421387
ENSG00000100031	GGT1	22	+	24583750	24629005	0.110889	53.352795	79.778625
ENSG00000178026	LRRC75B	22	-	24585620	24593208	1.098334	102.649132	153.491638
ENSG00000230947	AP000356.2	22	+	24598054	24599398	0.000000	0.000000	0.000000
ENSG00000100014	SPECC1L	22	+	24270817	24417740	3.177296	409.186249	611.857727
ENSG00000258555	SPECC1L-ADORA2A	22	+	24270898	24442356	0.655924	30.823181	46.090015
ENSG00000128271	ADORA2A	22	+	24417879	24442360	0.014502	16.236580	24.278622
ENSG00000178803	ADORA2A-AS1	22	-	24429206	24495074	0.000000	0.000000	0.000000
ENSG00000100024	UPB1	22	+	24494107	24528390	0.000000	0.000000	0.000000
ENSG00000228923	AP000355.2	22	+	24516508	24518386	0.000000	0.000000	0.000000
ENSG00000167037	SGSM1	22	+	24806169	24927578	2.716394	219.691025	328.504822
ENSG00000199783	SNORD56	22	-	24901147	24901214	0.000000	0.000000	0.000000
ENSG00000100053	CRYBB3	22	+	25199850	25207363	0.000000	0.000000	0.000000
ENSG00000231466	CTA-246H3.11	22	-	25349543	25350322	0.494872	23.255024	34.773323
ENSG00000100068	LRP5L	22	-	25351418	25405377	0.176729	16.878727	25.238823
ENSG00000197077	KIAA1671	22	+	24952730	25197448	0.188010	134.626953	201.308182
ENSG00000279085	CTA-243E7.4	22	-	25009685	25015072	0.000000	0.000000	0.000000
ENSG00000279548	CTA-243E7.3	22	-	25022594	25024652	0.000000	0.000000	0.000000
ENSG00000279006	CTA-243E7.2	22	-	25048967	25051966	0.000000	0.000000	0.000000
ENSG00000279110	CTA-243E7.1	22	-	25052122	25065241	0.000000	0.000000	0.000000
ENSG00000203280	CTA-221G9.12	22	-	25102433	25112692	0.405735	19.066298	28.509907
ENSG00000271181	CTA-221G9.10	22	-	25179309	25179554	0.000000	0.000000	0.000000
ENSG00000100058	CRYBB2P1	22	+	25448105	25520854	0.549806	164.153580	245.459457
ENSG00000277872	MIR6817	22	+	25455646	25455711	0.000000	0.000000	0.000000
ENSG00000272977	CTA-390C10.10	22	+	25476218	25479971	0.417421	19.615448	29.331051
ENSG00000234884	CTA-407F11.8	22	-	25561117	25564462	0.000000	0.000000	0.000000
ENSG00000100077	GRK3	22	+	25564849	25729294	4.534290	225.354263	336.973083
ENSG00000237387	CTA-407F11.7	22	-	25580241	25581382	0.000000	0.000000	0.000000
ENSG00000224003	YES1P1	22	+	25647261	25649232	0.485258	22.803244	34.097775
ENSG00000222585	RNA5SP494	22	-	25715041	25715169	0.000000	0.000000	0.000000
ENSG00000100095	SEZ6L	22	+	26169474	26383597	9.749934	808.957397	1209.636963
ENSG00000224192	RP11-259P1.1	22	-	26241331	26254092	0.000000	0.000000	0.000000
ENSG00000100122	CRYBB1	22	-	26599278	26618088	0.000000	0.000000	0.000000
ENSG00000128294	TPST2	22	-	26521983	26596717	0.184765	64.861038	96.986946
ENSG00000221760	MIR548J	22	-	26555212	26555323	0.000000	0.000000	0.000000
ENSG00000213707	HMGB1P10	22	+	26560526	26561088	0.447602	21.033712	31.451790
ENSG00000128203	ASPHD2	22	+	26429273	26445015	4.728939	222.222290	332.289825
ENSG00000100099	HPS4	22	-	26443423	26483837	1.226078	313.256226	468.413208
ENSG00000100104	SRRD	22	+	26483877	26494658	2.363663	129.186829	193.173553
ENSG00000100109	TFIP11	22	-	26491225	26512505	1.556111	183.044830	273.707611
ENSG00000261188	CTA-445C9.14	22	+	26512537	26514568	1.057579	49.697754	74.313232
ENSG00000223704	LINC01422	22	+	26858634	26865786	0.111369	5.233452	7.825600
ENSG00000235271	LINC01422	22	+	26903292	26920611	0.000000	0.000000	0.000000
ENSG00000230051	CTA-929C8.8	22	+	27331787	27379265	0.248687	11.686298	17.474567
ENSG00000169184	MN1	22	-	27748277	27801498	0.623684	29.839542	44.619179
ENSG00000226912	ISCA2P1	22	-	26644889	26645336	0.000000	0.000000	0.000000
ENSG00000225783	MIAT	22	+	26646428	26676475	4.204434	605.367310	905.208008
ENSG00000278404	MIAT_exon1	22	+	26657521	26657655	0.000000	0.000000	0.000000
ENSG00000206028	CTA-373H7.7	22	-	26667693	26672654	0.000000	0.000000	0.000000
ENSG00000277941	MIAT_exon5_1	22	+	26671402	26671550	0.011856	0.557137	0.833089
ENSG00000275942	MIAT_exon5_2	22	+	26672164	26672248	0.006490	0.304978	0.456035
