Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000249263	PARP4P3	22	-	16653892	16659628	0.000000	0.000000	0.000000
ENSG00000189295	ANKRD62P1-PARP4P3	22	-	16654066	16675540	0.000000	0.000000	0.000000
ENSG00000259271	ANKRD62P1	22	-	16671090	16679493	0.000000	0.000000	0.000000
ENSG00000273244	KB-7G2.8	22	-	16676016	16694648	0.000000	0.000000	0.000000
ENSG00000241717	VWFP1	22	-	16690103	16704477	0.000000	0.000000	0.000000
ENSG00000237438	CECR7	22	+	17036570	17060825	0.892208	114.001816	152.329483
ENSG00000273203	AC006946.16	22	+	17067821	17070675	0.129247	5.091054	6.802678
ENSG00000273442	AC006946.17	22	+	17080701	17081456	0.268519	10.576996	14.133004
ENSG00000183307	CECR6	22	-	17116299	17121367	0.143421	5.780500	7.723917
ENSG00000177663	IL17RA	22	+	17084954	17115694	1.232846	53.011890	70.834602
ENSG00000235328	AC006946.12	22	-	17093612	17093939	0.000000	0.000000	0.000000
ENSG00000280156	AC006548.28	22	-	16950086	17034417	0.028708	1.130812	1.510993
ENSG00000215568	GAB4	22	-	16961936	17008222	0.000000	0.000000	0.000000
ENSG00000270226	AC006548.26	22	+	17012404	17012932	0.000000	0.000000	0.000000
ENSG00000276400	VN1R9P	22	-	17021398	17022570	0.000000	0.000000	0.000000
ENSG00000241832	CECR3	22	-	17256859	17266733	0.000000	0.000000	0.000000
ENSG00000069998	CECR5	22	-	17137511	17165287	2.503647	252.518265	337.415466
ENSG00000185837	CECR5-AS1	22	+	17159384	17165445	0.000000	0.000000	0.000000
ENSG00000093072	CECR1	22	-	17178790	17221989	0.753965	38.235950	51.090958
ENSG00000236325	AC005300.5	22	+	17192936	17193308	0.000000	0.000000	0.000000
ENSG00000203416	FAM32BP	22	+	17213516	17214155	0.000000	0.000000	0.000000
ENSG00000182902	SLC25A18	22	+	17563439	17590994	0.000000	0.000000	0.000000
ENSG00000236754	AC004019.13	22	-	17580157	17589192	0.069595	6.622188	8.848582
ENSG00000131100	ATP6V1E1	22	-	17592136	17628818	8.795143	838.002380	1119.740601
ENSG00000239547	RN7SL843P	22	-	17352881	17353177	0.000000	0.000000	0.000000
ENSG00000099954	CECR2	22	+	17359949	17558149	0.108110	52.144440	69.675514
ENSG00000229492	AC004019.10	22	+	17418697	17419828	0.049470	1.948629	2.603763
ENSG00000232305	CLCP1	22	-	17424388	17424775	0.000000	0.000000	0.000000
ENSG00000228045	DNAJA1P6	22	-	17518676	17519029	0.000000	0.000000	0.000000
ENSG00000269220	LINC00528	22	+	17777322	17779481	0.157407	6.200281	8.284828
ENSG00000015475	BID	22	-	17734138	17774770	2.348628	193.805878	258.963837
ENSG00000264757	MIR3198-1	22	-	17764180	17764259	0.000000	0.000000	0.000000
ENSG00000099968	BCL2L13	22	+	17628855	17730855	0.709716	256.297852	342.465790
ENSG00000235295	FLJ41941	22	+	18029385	18037968	0.000000	0.000000	0.000000
ENSG00000184979	USP18	22	+	18149899	18177397	1.108734	43.673161	58.356178
ENSG00000276160	GGTLC5P	22	+	18340145	18345899	0.000000	0.000000	0.000000
ENSG00000275060	PPP1R26P3	22	-	18400407	18404206	0.019737	0.777443	1.038821
ENSG00000277017	XXbac-B33L19.6	22	-	18486999	18491247	0.000000	0.000000	0.000000
ENSG00000277870	FAM230A	22	+	18487126	18500583	0.000000	0.000000	0.000000
ENSG00000275319	Metazoa_SRP	22	+	18524620	18524935	0.207278	8.164705	10.909697
ENSG00000278558	TMEM191B	22	+	18527802	18530573	0.000000	0.000000	0.000000
ENSG00000225335	XXbac-B476C20.9	22	-	18076527	18078884	0.176298	9.135238	12.206525
ENSG00000215193	PEX26	22	+	18077920	18131138	1.112634	61.112350	81.658455
ENSG00000236890	XXbac-B476C20.11	22	-	18081466	18081675	0.000000	0.000000	0.000000
ENSG00000235617	XXbac-B476C20.10	22	+	18101612	18101888	0.001368	0.053886	0.072002
ENSG00000225225	ARL2BPP10	22	-	18102457	18103649	0.002016	0.079410	0.106108
ENSG00000183785	TUBA8	22	+	18110331	18146554	0.010365	5.959292	7.962819
ENSG00000280007	AC008079.10	22	-	18110759	18131154	0.084522	3.329332	4.448660
ENSG00000243156	MICAL3	22	-	17787649	18024559	0.587200	148.638443	198.611023
ENSG00000093100	XXbac-B461K10.4	22	-	17787652	17811497	0.101331	3.991440	5.333371
ENSG00000207780	MIR648	22	-	17980868	17980961	0.000000	0.000000	0.000000
ENSG00000235445	XXbac-B476C20.14	22	-	17983205	17983619	0.421053	16.585327	22.161350
ENSG00000234913	XXbac-B476C20.13	22	-	18004270	18007308	0.160449	6.320105	8.444939
ENSG00000237446	RHEBP3	22	+	18019214	18020200	0.000000	0.000000	0.000000
ENSG00000273643	PPP1R26P2	22	-	18650023	18653617	0.020862	0.821757	1.098033
ENSG00000222630	RN7SKP131	22	-	18605802	18606102	0.000000	0.000000	0.000000
ENSG00000275793	RIMBP3	22	-	18605815	18611919	0.208272	8.203858	10.962014
ENSG00000278008	PPP1R26P4	22	+	18715815	18719341	0.014176	0.558394	0.746128
ENSG00000274602	PI4KAP1	22	-	18533646	18577968	2.280987	217.656509	290.833130
ENSG00000182824	AC008132.15	22	+	18733914	18757906	0.006976	0.527000	0.704179
ENSG00000276095	AC008103.3	22	-	18873543	18894407	0.000000	0.000000	0.000000
ENSG00000279987	AC008103.4	22	-	18883502	18884682	0.000000	0.000000	0.000000
ENSG00000161103	AC008132.13	22	+	18846811	18861049	0.039662	2.215694	2.960615
ENSG00000215544	BCRP7	22	-	18855621	18858640	0.000000	0.000000	0.000000
ENSG00000197421	GGT3P	22	-	18773665	18843399	0.000000	0.000000	0.000000
ENSG00000239989	AC008132.14	22	-	18794414	18794804	0.000000	0.000000	0.000000
ENSG00000234764	E2F6P1	22	+	18833694	18834438	0.000000	0.000000	0.000000
ENSG00000279560	AC007326.1	22	+	18945123	18946971	0.000000	0.000000	0.000000
ENSG00000241527	CA15P1	22	-	19031564	19034564	0.000000	0.000000	0.000000
ENSG00000183628	DGCR6	22	+	18906028	18914238	0.473794	44.298286	59.191463
ENSG00000100033	PRODH	22	-	18912777	18936553	0.484410	49.777447	66.512741
ENSG00000237517	DGCR5	22	+	18970514	18994628	0.128612	5.235774	6.996053
ENSG00000283406	DGCR5	22	+	18970525	19031242	0.000000	0.000000	0.000000
ENSG00000283583	AC007326.12	22	-	18980695	18981325	0.000000	0.000000	0.000000
ENSG00000271275	AC007326.9	22	-	18997138	18997595	0.000000	0.000000	0.000000
ENSG00000283366	AC000095.12	22	+	18998274	19014786	0.000000	0.000000	0.000000
ENSG00000273032	DGCR9	22	+	19017834	19020248	0.072911	2.871973	3.837537
ENSG00000270393	AC000095.9	22	-	19018043	19018916	0.116612	4.593360	6.137659
ENSG00000273164	AC000095.11	22	+	19023056	19023550	0.000000	0.000000	0.000000
ENSG00000260924	LINC01311	22	+	19171395	19172839	0.824914	32.493462	43.417831
ENSG00000100056	DGCR14	22	-	19130279	19144684	1.076129	54.946968	73.420265
ENSG00000206203	TSSK2	22	+	19130808	19132623	0.000000	0.000000	0.000000
ENSG00000070413	DGCR2	22	-	19036282	19122454	3.326716	260.958069	348.692749
ENSG00000206739	Y_RNA	22	+	19045256	19045367	0.000000	0.000000	0.000000
ENSG00000273311	DGCR11	22	-	19046162	19048375	0.404697	15.941063	21.300484
ENSG00000237347	AC004461.4	22	+	19055801	19056512	0.322581	12.706504	16.978458
ENSG00000281530	DGCR12	22	-	19061041	19061843	0.463263	18.247986	24.382998
ENSG00000223461	AC004471.9	22	+	19121529	19124503	0.000000	0.000000	0.000000
ENSG00000272682	AC004471.10	22	-	19124309	19128449	0.112526	4.432413	5.922599
ENSG00000231086	TSSK1A	22	+	19124879	19125646	0.256036	10.085289	13.475986
ENSG00000100075	SLC25A1	22	-	19175575	19178830	10.278148	528.163391	705.733093
ENSG00000070371	CLTCL1	22	-	19179473	19291716	0.917504	69.853653	93.338600
ENSG00000230194	AC000081.2	22	-	19238443	19238739	0.390572	15.384678	20.557039
ENSG00000251940	SNORA15	22	+	19249873	19249966	0.000000	0.000000	0.000000
ENSG00000233471	KRT18P62	22	+	19257520	19258806	0.000000	0.000000	0.000000
ENSG00000184113	CLDN5	22	-	19523024	19527545	0.049286	2.824311	3.773850
ENSG00000093009	CDC45	22	+	19479459	19520612	7.522664	476.227966	636.336853
ENSG00000100084	HIRA	22	-	19330698	19447450	5.476647	250.884140	335.231934
ENSG00000242259	C22orf39	22	-	19351368	19448232	1.429141	281.664856	376.361176
ENSG00000244296	RN7SL168P	22	+	19365766	19366044	0.000000	0.000000	0.000000
ENSG00000185608	MRPL40	22	+	19431902	19436075	5.327735	318.135315	425.093079
ENSG00000185065	AC000068.5	22	+	19447893	19450105	0.499276	19.666540	26.278475
ENSG00000070010	UFD1L	22	-	19449910	19479215	3.107315	304.741333	407.196045
ENSG00000273300	AC000068.9	22	+	19454179	19454605	0.030480	1.200611	1.604259
ENSG00000273212	AC000068.10	22	+	19456503	19456962	0.000000	0.000000	0.000000
ENSG00000184702	SEPT5	22	+	19714464	19724772	2.575647	454.834656	607.751099
ENSG00000203618	GP1BB	22	+	19722945	19724771	0.000000	0.000000	0.000000
ENSG00000184058	TBX1	22	+	19756703	19783593	0.353833	44.123234	58.957565
ENSG00000185838	GNB1L	22	-	19783224	19854939	0.929934	69.646416	93.061691
ENSG00000235776	AC000089.3	22	+	19792294	19793094	0.000000	0.000000	0.000000
ENSG00000215012	C22orf29	22	-	19846138	19854896	3.592478	158.932632	212.366119
ENSG00000277950	Metazoa_SRP	22	+	20070716	20070965	0.216000	8.508265	11.368763
ENSG00000183597	TANGO2	22	+	20017014	20065926	0.392879	197.481415	263.875092
ENSG00000208023	MIR185	22	+	20033139	20033220	0.000000	0.000000	0.000000
ENSG00000236540	AC006547.13	22	-	20058030	20070569	0.000000	0.000000	0.000000
ENSG00000268292	AC006547.15	22	-	20064552	20065705	0.000000	0.000000	0.000000
ENSG00000184470	TXNRD2	22	-	19875517	19941992	0.684513	209.392441	279.790619
ENSG00000232926	AC000078.5	22	+	19887289	19887970	0.375367	14.785749	19.756752
ENSG00000093010	COMT	22	+	19941607	19969975	1.068759	531.914551	710.745361
ENSG00000099889	ARVCF	22	-	19969896	20016808	0.941965	71.192520	95.127602
ENSG00000234409	CCDC188	22	-	20148427	20151065	0.102003	4.352923	5.816386
ENSG00000236499	LINC00896	22	+	20206397	20208524	0.062500	2.461882	3.289573
ENSG00000099904	ZDHHC8	22	+	20129456	20148007	0.999369	142.111710	189.889984
ENSG00000040608	RTN4R	22	-	20241415	20283246	0.284379	39.985970	53.429340
ENSG00000221039	MIR1286	22	-	20249134	20249211	0.000000	0.000000	0.000000
ENSG00000161132	XXbac-B444P24.10	22	+	20299760	20313216	0.000000	0.000000	0.000000
ENSG00000128185	DGCR6L	22	-	20314276	20320080	7.403812	294.417023	393.400665
ENSG00000273343	XXbac-B444P24.13	22	-	20318119	20318749	0.299525	11.798325	15.764948
ENSG00000188280	AC007731.1	22	+	20338805	20354372	0.074097	3.976945	5.314002
ENSG00000235578	XXbac-B33L19.4	22	-	20343203	20344365	0.000000	0.000000	0.000000
ENSG00000161133	USP41	22	-	20350578	20390758	0.154209	15.437342	20.627411
ENSG00000185252	ZNF74	22	+	20394115	20408461	1.949768	140.549820	187.802963
ENSG00000128191	DGCR8	22	+	20080232	20111877	2.301998	340.427338	454.879791
ENSG00000243762	AC006547.8	22	-	20110821	20111875	0.141806	5.585755	7.463698
ENSG00000099899	TRMT2A	22	-	20111866	20117392	3.652648	290.906311	388.709656
ENSG00000278278	MIR6816	22	-	20114686	20114751	0.000000	0.000000	0.000000
ENSG00000099901	RANBP1	22	+	20115938	20127357	11.641555	2671.839600	3570.117920
ENSG00000264346	SNORA77	22	+	20126402	20126526	0.070153	2.763335	3.692374
ENSG00000244486	SCARF2	22	-	20424815	20437826	0.993044	40.259022	53.794193
ENSG00000277971	XXbac-B562F10.12	22	-	20429241	20446620	0.161290	6.353232	8.489202
ENSG00000099910	KLHL22	22	-	20441519	20495883	0.522125	146.945816	196.349335
ENSG00000215493	XXbac-B562F10.11	22	+	20450122	20451824	0.000000	0.000000	0.000000
ENSG00000255156	RNY1P9	22	-	20475203	20475311	0.000000	0.000000	0.000000
ENSG00000201916	Y_RNA	22	+	20481158	20481268	0.000000	0.000000	0.000000
ENSG00000242876	RN7SL812P	22	-	20481935	20482213	0.000000	0.000000	0.000000
ENSG00000236670	KRT18P5	22	-	20482815	20484105	0.360961	14.218296	18.998520
ENSG00000229107	ABHD17AP4	22	-	20667836	20670984	0.000000	0.000000	0.000000
ENSG00000217261	POM121L4P	22	+	20689929	20698938	0.052882	3.060612	4.089597
ENSG00000235062	BCRP5	22	-	20697962	20698934	0.000000	0.000000	0.000000
ENSG00000226287	TMEM191A	22	+	20701114	20704606	0.082627	9.953883	13.300400
ENSG00000099917	MED15	22	+	20495913	20587632	0.619952	410.476654	548.479797
ENSG00000236003	AC007050.17	22	-	20522070	20523870	0.000000	0.000000	0.000000
ENSG00000250261	CCDC74BP1	22	-	20587496	20592218	0.000000	0.000000	0.000000
ENSG00000223553	SMPD4P1	22	-	20602595	20656914	0.000000	0.000000	0.000000
ENSG00000276427	IGLL4P	22	+	20632619	20632751	0.593985	23.397141	31.263309
ENSG00000238125	SLC9A3P2	22	+	20652730	20654750	0.000000	0.000000	0.000000
ENSG00000237476	XXbac-B135H6.15	22	+	20957092	20964679	1.204678	47.452412	63.406013
ENSG00000099942	CRKL	22	+	20917426	20953749	14.522066	572.025879	764.342285
ENSG00000241973	PI4KA	22	-	20707691	20859417	3.159786	427.037109	570.607910
ENSG00000099937	SERPIND1	22	+	20773879	20787720	6.351743	271.931000	363.354767
ENSG00000099940	SNAP29	22	+	20858983	20891218	0.923669	138.566010	185.152206
ENSG00000272600	AC007308.7	22	-	20889206	20891214	0.000000	0.000000	0.000000
ENSG00000169668	BCRP2	22	+	21103016	21122285	0.055086	4.962368	6.630726
ENSG00000197210	KB-1592A4.15	22	-	21114607	21124451	0.040281	1.586673	2.120116
ENSG00000274600	RIMBP3B	22	+	21383374	21389478	0.173544	6.835919	9.134170
ENSG00000200057	RN7SKP63	22	+	21389191	21389491	0.000000	0.000000	0.000000
ENSG00000183773	AIFM3	22	+	20965108	20981360	0.139688	15.792366	21.101793
ENSG00000099949	LZTR1	22	+	20979462	20999038	2.961864	415.620392	555.352844
ENSG00000272829	XXbac-B135H6.18	22	-	20981361	20981755	0.759494	29.916559	39.974571
ENSG00000184436	THAP7	22	-	20999104	21002196	4.274725	321.007202	428.930542
ENSG00000230513	THAP7-AS1	22	+	21001886	21010342	0.000000	0.000000	0.000000
ENSG00000161149	TUBA3FP	22	-	21002895	21014292	0.591268	29.381838	39.260075
ENSG00000099957	P2RX6	22	+	21009808	21028830	0.398462	33.450523	44.696659
ENSG00000099960	SLC7A4	22	-	21028718	21032840	0.000000	0.000000	0.000000
ENSG00000226872	AC002472.11	22	+	21031357	21043969	0.000000	0.000000	0.000000
ENSG00000207575	MIR649	22	-	21034176	21034272	0.000000	0.000000	0.000000
ENSG00000206145	P2RX6P	22	-	21035243	21045017	0.261343	12.120025	16.194803
ENSG00000215498	FAM230B	22	+	21167758	21302681	0.021684	6.380057	8.525046
ENSG00000234503	KB-1592A4.14	22	-	21177892	21179875	0.000000	0.000000	0.000000
ENSG00000133475	GGT2	22	-	21207973	21227637	0.061013	2.404294	3.212623
ENSG00000283145	KB-1592A4.16	22	-	21228760	21229138	0.000000	0.000000	0.000000
ENSG00000226885	E2F6P3	22	+	21268161	21268903	0.000000	0.000000	0.000000
ENSG00000229266	POM121L8P	22	+	21282881	21284161	0.000000	0.000000	0.000000
ENSG00000169662	BCRP6	22	-	21290760	21294586	0.068038	2.680025	3.581055
ENSG00000206142	KB-1183D5.13	22	-	21300990	21325042	0.000000	0.000000	0.000000
ENSG00000237407	KB-1183D5.14	22	+	21312920	21314904	0.000000	0.000000	0.000000
ENSG00000276800	Metazoa_SRP	22	+	21463963	21464279	0.206625	8.138983	10.875327
ENSG00000169635	HIC2	22	+	21417404	21451463	0.603783	99.110977	132.432297
ENSG00000206140	TMEM191C	22	+	21466423	21471269	0.186223	15.070777	20.137606
ENSG00000183506	PI4KAP2	22	-	21473000	21517533	2.394398	246.687164	329.623932
ENSG00000161180	CCDC116	22	+	21632716	21637327	0.000000	0.000000	0.000000
ENSG00000273342	KB-1440D3.14	22	+	21640844	21641284	0.453515	17.864010	23.869928
ENSG00000161179	YDJC	22	-	21628089	21630064	7.938997	434.753204	580.918152
ENSG00000128228	SDF2L1	22	+	21642261	21644298	4.841674	246.179672	328.945801
ENSG00000222352	RN7SKP221	22	-	21545344	21545644	0.000000	0.000000	0.000000
ENSG00000183246	RIMBP3C	22	-	21545357	21551461	0.171502	7.311869	9.770136
ENSG00000185651	UBE2L3	22	+	21549447	21624034	1.744833	599.153259	800.589905
ENSG00000275293	Metazoa_SRP	22	+	21555138	21555457	0.000000	0.000000	0.000000
ENSG00000207751	MIR130B	22	+	21652270	21670237	0.328184	14.151018	18.908621
ENSG00000212102	MIR301B	22	+	21652981	21653058	0.000000	0.000000	0.000000
ENSG00000272954	KB-1440D3.13	22	+	21661934	21662363	1.353488	53.314053	71.238358
ENSG00000100023	PPIL2	22	+	21666009	21700015	2.705127	345.381073	461.498932
ENSG00000100027	YPEL1	22	-	21697544	21735834	0.384599	16.493193	22.038242
ENSG00000244671	RN7SL280P	22	-	21722895	21723182	0.187500	7.385647	9.868718
ENSG00000100030	MAPK1	22	-	21754500	21867680	7.072248	336.399139	449.497253
ENSG00000200985	RNA5SP493	22	+	21792434	21792524	0.483516	19.045753	25.448977
ENSG00000253752	IGLVI-63	22	+	22079770	22080263	0.000000	0.000000	0.000000
ENSG00000253823	IGLV1-62	22	+	22086561	22087110	0.000000	0.000000	0.000000
ENSG00000253935	IGLVIV-53	22	+	22219647	22220133	0.000000	0.000000	0.000000
ENSG00000197549	PRAMENP	22	-	21991099	22043934	0.000000	0.000000	0.000000
ENSG00000253239	IGLVI-70	22	+	22026076	22026593	0.000000	0.000000	0.000000
ENSG00000211637	IGLV4-69	22	+	22030934	22031472	0.000000	0.000000	0.000000
ENSG00000254355	IGLVI-68	22	+	22032745	22033194	0.000000	0.000000	0.000000
ENSG00000278657	LL22NC03-23C6.13	22	+	22036344	22040065	0.000000	0.000000	0.000000
ENSG00000249333	LL22NC03-23C6.12	22	+	22038643	22039126	0.000000	0.000000	0.000000
ENSG00000253794	IGLV10-67	22	+	22043618	22043942	0.126154	4.969222	6.639884
ENSG00000228050	TOP3BP1	22	-	22223187	22224566	0.973913	38.362549	51.260120
ENSG00000279278	CH17-264L24.1	22	+	22264601	22273020	0.039430	1.553152	2.075325
ENSG00000274422	LL22NC03-2H8.5	22	-	22283928	22287220	0.262223	10.328996	13.801626
ENSG00000223350	IGLV9-49	22	+	22343187	22343732	0.000000	0.000000	0.000000
ENSG00000211655	IGLV1-36	22	+	22431958	22432465	0.272265	10.724550	14.330168
ENSG00000230821	KB-288A10.17	22	+	22446686	22448336	0.119322	4.700108	6.280294
ENSG00000272779	LL22NC03-80A10.6	22	+	22303224	22310401	3.410321	134.332947	179.495987
ENSG00000236850	BMS1P20	22	+	22303224	22322847	2.086729	82.196510	109.831146
ENSG00000211643	IGLV5-52	22	+	22318727	22319226	0.000000	0.000000	0.000000
ENSG00000211644	IGLV1-51	22	+	22322472	22322980	0.000000	0.000000	0.000000
ENSG00000226595	KB-288A10.19	22	+	22465659	22465986	0.432927	17.053047	22.786318
ENSG00000169548	ZNF280A	22	-	22513736	22520270	0.798417	31.449739	42.023212
ENSG00000100034	PPM1F	22	-	21919420	21952837	2.251335	219.070587	292.722595
ENSG00000224086	LL22NC03-86G7.1	22	+	21938293	21977632	0.197180	7.766943	10.378207
ENSG00000100038	TOP3B	22	-	21957025	21982816	1.826689	402.649780	538.021484
ENSG00000275004	ZNF280B	22	-	22484421	22509154	1.570330	69.831078	93.308441
ENSG00000215456	BCRP4	22	+	22630061	22636153	0.000000	0.000000	0.000000
ENSG00000183169	POM121L1P	22	-	22639177	22644473	0.084211	4.293208	5.736594
ENSG00000253338	IGLV3-29	22	+	22661299	22661542	0.303279	11.946197	15.962533
ENSG00000100121	GGTLC2	22	+	22644475	22647903	0.273196	13.957731	18.650351
ENSG00000211659	IGLV3-25	22	+	22686726	22687271	0.000000	0.000000	0.000000
ENSG00000211660	IGLV2-23	22	+	22697789	22698407	1.093626	43.078056	57.560997
ENSG00000211663	IGLV3-19	22	+	22720623	22721145	0.480106	18.911432	25.269497
ENSG00000185686	PRAME	22	-	22547701	22559361	20.378546	1407.621948	1880.867554
ENSG00000220891	LL22NC03-63E9.3	22	+	22559343	22566602	0.000000	0.000000	0.000000
ENSG00000211666	IGLV2-14	22	+	22758700	22759218	49.476368	1948.880005	2604.097656
ENSG00000211670	IGLV3-9	22	+	22819010	22819756	0.433839	17.088970	22.834318
ENSG00000237127	LL22NC03-84E4.8	22	+	22834865	22835117	0.679842	26.779057	35.782234
ENSG00000100228	RAB36	22	+	23145326	23164350	0.448746	23.547531	31.464262
ENSG00000100218	RSPH14	22	-	23059415	23145021	0.000000	0.000000	0.000000
ENSG00000128266	GNAZ	22	+	23070361	23125037	0.093993	31.897369	42.621334
ENSG00000283438	Metazoa_SRP	22	-	23132730	23133005	0.000000	0.000000	0.000000
ENSG00000275635	U7	22	-	23137805	23137864	0.000000	0.000000	0.000000
ENSG00000254709	IGLL5	22	+	22887780	22896107	0.000000	0.000000	0.000000
ENSG00000211674	IGLJ1	22	+	22893692	22893818	0.000000	0.000000	0.000000
ENSG00000211675	IGLC1	22	+	22895375	22895834	27.214130	1071.967896	1432.365723
ENSG00000211676	IGLJ2	22	+	22899481	22899655	5.680000	223.735870	298.956360
ENSG00000211677	IGLC2	22	+	22900976	22901437	711.103210	28010.439453	37427.613281
ENSG00000211678	IGLJ3	22	+	22904850	22905025	0.000000	0.000000	0.000000
ENSG00000211679	IGLC3	22	+	22906342	22906803	297.262390	11709.200195	15645.860352
ENSG00000211680	IGLJ4	22	+	22910574	22910606	0.000000	0.000000	0.000000
ENSG00000254029	IGLC4	22	+	22910828	22911075	0.064516	2.541293	3.395681
ENSG00000211681	IGLJ5	22	+	22914237	22914308	0.305556	12.035887	16.082378
ENSG00000254030	IGLC5	22	+	22915635	22915927	0.000000	0.000000	0.000000
ENSG00000211682	IGLJ6	22	+	22918132	22918201	0.000000	0.000000	0.000000
ENSG00000222037	IGLC6	22	+	22919535	22919851	11.113564	437.764587	584.942017
ENSG00000211684	IGLJ7	22	+	22921390	22921435	0.000000	0.000000	0.000000
ENSG00000211685	IGLC7	22	+	22922594	22923034	1.630386	64.221100	85.812370
ENSG00000234928	AP000344.3	22	+	23433564	23435071	0.153022	8.591104	11.479450
ENSG00000133519	ZDHHC8P1	22	-	23390606	23402726	0.060263	3.257720	4.352973
ENSG00000248409	KB-1269D1.8	22	+	23392771	23393839	0.000000	0.000000	0.000000
ENSG00000227755	AP000344.4	22	+	23446598	23460833	0.008647	5.558104	7.426750
ENSG00000178248	AP000345.1	22	-	23462086	23486980	0.000000	0.000000	0.000000
ENSG00000272733	KB-208E9.1	22	-	23580880	23583859	0.000000	0.000000	0.000000
ENSG00000186716	BCR	22	+	23179704	23318037	0.411173	236.170395	315.571381
ENSG00000236794	BCRP8	22	-	23179918	23180172	0.000000	0.000000	0.000000
ENSG00000240160	RN7SL263P	22	-	23261782	23262071	0.000000	0.000000	0.000000
ENSG00000230701	FBXW4P1	22	+	23262767	23265005	0.390799	15.393618	20.568987
ENSG00000280623	PCAT14	22	+	23536881	23547797	4.594176	412.201996	550.785217
ENSG00000187792	ZNF70	22	-	23738678	23751092	1.061092	41.796543	55.848629
ENSG00000169314	C22orf15	22	+	23763021	23765861	0.119634	4.863971	6.499248
ENSG00000250479	CHCHD10	22	-	23765834	23768443	4.618886	375.775787	502.112427
ENSG00000099953	MMP11	22	+	23768226	23784316	0.291883	65.944809	88.115601
ENSG00000280178	AP000349.2	22	-	23782283	23783958	0.000000	0.000000	0.000000
ENSG00000189269	DRICH1	22	-	23608452	23632321	0.000000	0.000000	0.000000
ENSG00000275609	KB-1572G7.4	22	+	23610329	23610538	0.000000	0.000000	0.000000
ENSG00000211683	KB-1572G7.3	22	-	23630618	23638941	0.061812	2.434782	3.253361
ENSG00000228315	GUSBP11	22	-	23638487	23717356	0.804774	104.626579	139.802261
