Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000215498	FAM230B	22	+	21167758	21302681	0.001821	0.245873	0.365445
ENSG00000234503	KB-1592A4.14	22	-	21177892	21179875	0.000000	0.000000	0.000000
ENSG00000133475	GGT2	22	-	21207973	21227637	0.000000	0.000000	0.000000
ENSG00000283145	KB-1592A4.16	22	-	21228760	21229138	0.000000	0.000000	0.000000
ENSG00000226885	E2F6P3	22	+	21268161	21268903	0.000000	0.000000	0.000000
ENSG00000229266	POM121L8P	22	+	21282881	21284161	0.000000	0.000000	0.000000
ENSG00000169662	BCRP6	22	-	21290760	21294586	0.000000	0.000000	0.000000
ENSG00000206142	KB-1183D5.13	22	-	21300990	21325042	0.000000	0.000000	0.000000
ENSG00000237407	KB-1183D5.14	22	+	21312920	21314904	0.000000	0.000000	0.000000
ENSG00000169635	HIC2	22	+	21417404	21451463	0.159296	34.124676	50.720215
ENSG00000183506	PI4KAP2	22	-	21473000	21517533	1.448062	185.211029	275.282990
ENSG00000161180	CCDC116	22	+	21632716	21637327	0.133266	10.560543	15.696354
ENSG00000161179	YDJC	22	-	21628089	21630064	1.657925	94.397903	140.305557
ENSG00000128228	SDF2L1	22	+	21642261	21644298	0.650591	42.491283	63.155678
ENSG00000222352	RN7SKP221	22	-	21545344	21545644	0.000000	0.000000	0.000000
ENSG00000183246	RIMBP3C	22	-	21545357	21551461	0.029903	1.660141	2.467502
ENSG00000185651	UBE2L3	22	+	21549447	21624034	1.187659	570.253967	847.580261
ENSG00000275293	Metazoa_SRP	22	+	21555138	21555457	0.000000	0.000000	0.000000
ENSG00000207751	MIR130B	22	+	21652270	21670237	0.107362	5.710896	8.488222
ENSG00000212102	MIR301B	22	+	21652981	21653058	0.000000	0.000000	0.000000
ENSG00000272954	KB-1440D3.13	22	+	21661934	21662363	0.000000	0.000000	0.000000
ENSG00000100023	PPIL2	22	+	21666009	21700015	1.351019	162.016510	240.808487
ENSG00000100027	YPEL1	22	-	21697544	21735834	1.997227	121.738586	180.942596
ENSG00000244671	RN7SL280P	22	-	21722895	21723182	0.302083	15.528730	23.080677
ENSG00000263366	ABHD17AP5	22	-	22114844	22118005	0.000000	0.000000	0.000000
ENSG00000228050	TOP3BP1	22	-	22223187	22224566	0.128744	6.618152	9.836697
ENSG00000279278	CH17-264L24.1	22	+	22264601	22273020	0.000000	0.000000	0.000000
ENSG00000274422	LL22NC03-2H8.5	22	-	22283928	22287220	0.102946	5.291992	7.865598
ENSG00000234630	LL22NC03-2H8.4	22	+	22293733	22294794	0.000000	0.000000	0.000000
ENSG00000100030	MAPK1	22	-	21754500	21867680	10.616090	595.981750	885.820007
ENSG00000200985	RNA5SP493	22	+	21792434	21792524	0.000000	0.000000	0.000000
ENSG00000211645	IGLV1-50	22	+	22327300	22327814	0.000000	0.000000	0.000000
ENSG00000272779	LL22NC03-80A10.6	22	+	22303224	22310401	2.775709	142.686737	212.078278
ENSG00000236850	BMS1P20	22	+	22303224	22322847	2.577562	132.500900	196.938828
ENSG00000211643	IGLV5-52	22	+	22318727	22319226	0.160105	8.230280	12.232836
ENSG00000211644	IGLV1-51	22	+	22322472	22322980	0.000000	0.000000	0.000000
ENSG00000254709	IGLL5	22	+	22887780	22896107	0.000000	0.000000	0.000000
ENSG00000211674	IGLJ1	22	+	22893692	22893818	0.000000	0.000000	0.000000
ENSG00000211675	IGLC1	22	+	22895375	22895834	0.371739	19.109434	28.402748
ENSG00000211676	IGLJ2	22	+	22899481	22899655	0.102857	5.287417	7.858798
ENSG00000211677	IGLC2	22	+	22900976	22901437	0.194805	10.014050	14.884092
ENSG00000275004	ZNF280B	22	-	22484421	22509154	0.802726	41.278934	61.353737
ENSG00000100034	PPM1F	22	-	21919420	21952837	1.208819	146.903442	218.345627
ENSG00000224086	LL22NC03-86G7.1	22	+	21938293	21977632	0.132093	6.790308	10.092576
ENSG00000100038	TOP3B	22	-	21957025	21982816	0.324205	65.484558	97.331055
ENSG00000100228	RAB36	22	+	23145326	23164350	0.915510	50.492348	75.047821
ENSG00000100218	RSPH14	22	-	23059415	23145021	0.043715	24.329046	36.160767
ENSG00000128266	GNAZ	22	+	23070361	23125037	1.330454	619.912415	921.388611
ENSG00000283438	Metazoa_SRP	22	-	23132730	23133005	0.500000	25.702757	38.202541
ENSG00000275635	U7	22	-	23137805	23137864	0.000000	0.000000	0.000000
ENSG00000215478	CES5AP1	22	-	23359603	23387731	0.000000	0.000000	0.000000
ENSG00000272733	KB-208E9.1	22	-	23580880	23583859	0.185014	9.510739	14.136010
ENSG00000133519	ZDHHC8P1	22	-	23390606	23402726	1.009483	93.475525	138.934616
ENSG00000248409	KB-1269D1.8	22	+	23392771	23393839	0.000000	0.000000	0.000000
ENSG00000186716	BCR	22	+	23179704	23318037	0.480496	351.386444	522.272949
ENSG00000236794	BCRP8	22	-	23179918	23180172	0.000000	0.000000	0.000000
ENSG00000240160	RN7SL263P	22	-	23261782	23262071	0.000000	0.000000	0.000000
ENSG00000230701	FBXW4P1	22	+	23262767	23265005	0.111210	5.716807	8.497009
ENSG00000187792	ZNF70	22	-	23738678	23751092	0.596332	30.654755	45.562794
ENSG00000169314	C22orf15	22	+	23763021	23765861	0.000000	0.000000	0.000000
ENSG00000250479	CHCHD10	22	-	23765834	23768443	5.332353	461.654602	686.166809
ENSG00000099953	MMP11	22	+	23768226	23784316	0.036466	5.499568	8.174121
ENSG00000280178	AP000349.2	22	-	23782283	23783958	0.000000	0.000000	0.000000
ENSG00000189269	DRICH1	22	-	23608452	23632321	0.000000	0.000000	0.000000
ENSG00000275609	KB-1572G7.4	22	+	23610329	23610538	0.000000	0.000000	0.000000
ENSG00000211683	KB-1572G7.3	22	-	23630618	23638941	0.000000	0.000000	0.000000
ENSG00000228315	GUSBP11	22	-	23638487	23717356	1.373432	234.891083	349.123474
ENSG00000234353	AP000347.4	22	-	23638492	23640762	0.000000	0.000000	0.000000
ENSG00000244723	ASLP1	22	-	23649213	23653334	0.441634	22.702421	33.743080
ENSG00000273000	KB-1572G7.2	22	-	23652860	23717347	0.000000	0.000000	0.000000
ENSG00000272578	AP000347.2	22	-	23658094	23717356	0.091536	42.199921	62.722610
ENSG00000159496	RGL4	22	+	23688136	23699176	0.000000	0.000000	0.000000
ENSG00000099956	SMARCB1	22	+	23786963	23834516	4.358323	370.397644	550.529724
ENSG00000099958	DERL3	22	-	23834503	23839128	0.089831	5.631011	8.369489
ENSG00000273295	AP000350.5	22	-	23901432	23907068	0.273195	14.043730	20.873486
ENSG00000133433	GSTT2B	22	-	23957414	23961186	0.798453	41.044888	61.005867
ENSG00000099974	DDTL	22	+	23966901	23972532	1.172907	60.293888	89.616058
ENSG00000272787	KB-226F1.2	22	+	23969211	23969873	0.000000	0.000000	0.000000
ENSG00000099977	DDT	22	-	23971365	23980469	1.059698	333.377502	495.505890
ENSG00000250470	AP000351.3	22	-	23976904	23977585	0.000000	0.000000	0.000000
ENSG00000099984	GSTT2	22	+	23980058	23983915	0.309544	15.912269	23.650734
ENSG00000272973	KB-1125A3.11	22	-	23856427	23857039	0.000000	0.000000	0.000000
ENSG00000133460	SLC2A11	22	+	23856703	23886309	0.718438	210.215591	312.447784
ENSG00000251357	AP000350.10	22	+	23862188	23895223	0.000000	0.000000	0.000000
ENSG00000279467	KB-1125A3.12	22	-	23865248	23873277	0.000000	0.000000	0.000000
ENSG00000244425	RN7SL268P	22	-	23879493	23879790	0.000000	0.000000	0.000000
ENSG00000240972	MIF	22	+	23894004	23895227	16.189650	1014.615906	1508.044678
ENSG00000218537	MIF-AS1	22	-	23894426	23898930	0.224713	11.551487	17.169214
ENSG00000099994	SUSD2	22	+	24181259	24189110	0.213298	17.004276	25.273808
ENSG00000128262	POM121L9P	22	+	24251828	24265525	0.036403	1.915678	2.847312
ENSG00000225098	BCRP1	22	-	24259929	24263764	0.000000	0.000000	0.000000
ENSG00000099998	GGT5	22	-	24219654	24245142	0.582453	68.458160	101.750786
ENSG00000099991	CABIN1	22	+	24011192	24178628	1.075860	437.630707	650.459595
ENSG00000232545	KB-318B8.7	22	+	24101689	24103354	1.596774	82.082985	122.001648
ENSG00000215481	BCRP3	22	+	24632915	24653356	0.057589	13.550905	20.140991
ENSG00000138867	GUCD1	22	-	24540423	24555935	2.177081	161.397018	239.887741
ENSG00000100028	SNRPD3	22	+	24555503	24609980	4.435836	371.841644	552.675903
ENSG00000100031	GGT1	22	+	24583750	24629005	0.073685	26.694780	39.677010
ENSG00000178026	LRRC75B	22	-	24585620	24593208	0.849795	74.972939	111.433830
ENSG00000230947	AP000356.2	22	+	24598054	24599398	0.000000	0.000000	0.000000
ENSG00000100014	SPECC1L	22	+	24270817	24417740	2.702051	373.173401	554.655334
ENSG00000258555	SPECC1L-ADORA2A	22	+	24270898	24442356	0.000000	0.000000	0.000000
ENSG00000128271	ADORA2A	22	+	24417879	24442360	0.199173	64.798035	96.310669
ENSG00000178803	ADORA2A-AS1	22	-	24429206	24495074	0.000000	0.000000	0.000000
ENSG00000100024	UPB1	22	+	24494107	24528390	0.000000	0.000000	0.000000
ENSG00000228923	AP000355.2	22	+	24516508	24518386	0.000000	0.000000	0.000000
ENSG00000167037	SGSM1	22	+	24806169	24927578	2.607587	255.244781	379.375610
ENSG00000199783	SNORD56	22	-	24901147	24901214	0.000000	0.000000	0.000000
ENSG00000244752	CRYBB2	22	+	25219522	25231869	0.000000	0.000000	0.000000
ENSG00000100068	LRP5L	22	-	25351418	25405377	0.282547	18.417465	27.374260
ENSG00000100058	CRYBB2P1	22	+	25448105	25520854	0.528827	142.649796	212.023331
ENSG00000277872	MIR6817	22	+	25455646	25455711	0.000000	0.000000	0.000000
ENSG00000272977	CTA-390C10.10	22	+	25476218	25479971	0.402238	20.677252	30.733027
ENSG00000197077	KIAA1671	22	+	24952730	25197448	0.185389	158.207764	235.147491
ENSG00000279085	CTA-243E7.4	22	-	25009685	25015072	0.000000	0.000000	0.000000
ENSG00000279548	CTA-243E7.3	22	-	25022594	25024652	0.000000	0.000000	0.000000
ENSG00000279006	CTA-243E7.2	22	-	25048967	25051966	0.000000	0.000000	0.000000
ENSG00000279110	CTA-243E7.1	22	-	25052122	25065241	0.000000	0.000000	0.000000
ENSG00000203280	CTA-221G9.12	22	-	25102433	25112692	0.058460	3.005166	4.466641
ENSG00000271181	CTA-221G9.10	22	-	25179309	25179554	0.000000	0.000000	0.000000
ENSG00000100077	GRK3	22	+	25564849	25729294	3.497581	191.090439	284.021667
ENSG00000237387	CTA-407F11.7	22	-	25580241	25581382	0.000000	0.000000	0.000000
ENSG00000224003	YES1P1	22	+	25647261	25649232	0.227273	11.683085	17.364813
ENSG00000222585	RNA5SP494	22	-	25715041	25715169	0.000000	0.000000	0.000000
ENSG00000236464	CTA-796E4.3	22	+	26161834	26164303	0.000000	0.000000	0.000000
ENSG00000229770	CTA-796E4.4	22	-	26161910	26163214	0.000000	0.000000	0.000000
ENSG00000261188	CTA-445C9.14	22	+	26512537	26514568	1.140748	62.331448	92.644524
ENSG00000100095	SEZ6L	22	+	26169474	26383597	8.645954	730.387146	1085.589600
ENSG00000224192	RP11-259P1.1	22	-	26241331	26254092	0.000000	0.000000	0.000000
ENSG00000128294	TPST2	22	-	26521983	26596717	0.192341	69.522247	103.332375
ENSG00000221760	MIR548J	22	-	26555212	26555323	0.000000	0.000000	0.000000
ENSG00000213707	HMGB1P10	22	+	26560526	26561088	0.245115	12.600262	18.728031
ENSG00000128203	ASPHD2	22	+	26429273	26445015	2.808717	144.383545	214.600250
ENSG00000100099	HPS4	22	-	26443423	26483837	0.802722	206.084396	306.307526
ENSG00000100104	SRRD	22	+	26483877	26494658	1.709864	101.742874	151.222534
ENSG00000100109	TFIP11	22	-	26491225	26512505	1.828327	178.723190	265.639984
ENSG00000223704	LINC01422	22	+	26858634	26865786	0.000000	0.000000	0.000000
ENSG00000236858	CTA-992D9.6	22	-	27048144	27060518	0.000000	0.000000	0.000000
ENSG00000233521	RP5-1172A22.1	22	-	27221349	27224727	0.000000	0.000000	0.000000
ENSG00000230051	CTA-929C8.8	22	+	27331787	27379265	0.000000	0.000000	0.000000
ENSG00000169184	MN1	22	-	27748277	27801498	0.934226	48.895126	72.673836
ENSG00000100122	CRYBB1	22	-	26599278	26618088	0.268603	13.807675	20.522635
ENSG00000196431	CRYBA4	22	+	26621964	26630672	0.000000	0.000000	0.000000
